"","can_name_clean","yr","cst_n","cst","pty_n","party_code","seat","cabinet_role","twitter","facebook","fb_China","tw_China"
"135","DR YUSRON IHZA LL M",2009,"Bangka Belitung",3,"PARTAI BULAN BINTANG",26,0,"n/a","4776388183","NA; NA",0,1
"136","DR ZULKIEFLIMANSYAH SE  MSC",2009,"Banten II",6,"PARTAI KEADILAN SEJAHTERA",25,1,"In 2009 Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs) ; from November 2011-2016 Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","960667433487843200; 1022722560041963520","NA; https://www.facebook.com/zulkieflimansyah; NA",1,1
"137","DRA EDDY MIHATI M SI",2009,"Daerah Istimewa Yogyakarta",9,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","1838867816; 392667369; 350071870","NA",0,0
"138","DRA EVA KUSUMA SUNDARI MA MDE",2009,"Jawa Timur V",41,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",NA,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"https://www.facebook.com/evakusumasundari; NA",0,0
"139","DRA GRAY KOES MOERTIYAH M PD",2009,"Jawa Tengah IX",30,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"NA",0,0
"140","DRA HJ AISYAH LILIA AGUSTINI M SI",2009,"Jawa Timur IV",39,"PARTAI KEBANGKITAN NASIONAL ULAMA",32,0,"n/a","2682664489; 4881022624; 725910687017365504","NA",0,1
"141","DRA HJ DWI SEPTIAWATI",2009,"Jawa Barat VI",20,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a","176008565","NA",0,1
"142","DRA HJ ERMALENA MHS",2009,"Sumatera Barat II",72,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,"https://www.facebook.com/ermalenamuslim; https://www.facebook.com/Ermalena-Mhs-169596767109508",0,0
"143","DRA HJ HARBIAH SALAHUDDIN M SI",2009,"Jawa Timur II",37,"GOLKAR",8,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)
",NA,"NA",0,0
"144","DRA HJ IDA FAUZIYAH",2009,"Jawa Timur VII",43,"PARTAI KEBANGKITAN BANGSA",1,1,"Chairman of Commission VIII (Religious, Social, and Women's Empowerment Affairs)","209472047","https://www.facebook.com/idafauziyahnu",1,1
"145","DRA HJ MAHSUSOH UJIATI",2009,"Jawa Timur VI",42,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,"NA",0,0
"146","DRA HJ MARIA ULFAH ANSHOR M SI",2009,"Jawa Barat VII",21,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"147","DRA HJ MURSYIDAH THAHIR MA",2009,"Jawa Timur III",38,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,"NA",0,0
"148","DRA HJ MUSFIROH S BADRIE M SI",2009,"Jawa Timur I",36,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA",0,0
"149","DRA HJ OELFAH A SYAHRULLAH HARMANTO",2009,"Sulawesi Selatan I",65,"GOLKAR",8,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"NA",0,0
"150","DRA HJ OKKY ASOKAWATI S PSI",2009,"DKI Jakarta II",11,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","2186549910; 181814766; 231342712","NA; NA",0,1
"151","DRA HJ SARWO BUDI WIRYANTI SUKAMDANI",2009,"Jawa Tengah IV",29,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)",NA,"https://www.facebook.com/wiryantisukamdani",1,0
"152","DRA HJ SITARESMI S M PSI T",2009,"Jawa Barat V",19,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a","1853225772","https://www.facebook.com/Sitaresmi-Sulistyawati-Soekanto-379482188848083",0,1
"153","DRA HJ SOEMINTARSIH MUNTORO M SI",2009,"Jawa Timur VII",43,"PARTAI HATI NURANI RAKYAT",18,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"NA",0,0
"154","DRA HJ WARDATUL ASRIAH",2009,"Jawa Barat VI",20,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","1587658662","NA",0,0
"155","DRA HJ WELYA SAFITRI M SI",2009,"Sumatera Barat I",71,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA",0,0
"156","DRA HJ YOYOH YUSROH",2009,"Banten III",7,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission I (Defense, Foreign and Information Affairs)","260147604","NA",0,0
"157","DRA LUCY KURNIASARI",2009,"Jawa Timur I",36,"DEMOKRAT",9,1,"

Commission I (Defense, Foreign and Information Affairs)","1357233134077571072; 3504040392","https://www.facebook.com/ninglucykurniasari; NA",0,0
"158","DRA POPONG OTJE DJUNDJUNAN",2009,"Jawa Barat I",14,"GOLKAR",8,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","3076361226","NA; https://www.facebook.com/popong.otje.djundjunan",1,0
"159","DRA SRI RAHAYU",2009,"Jawa Timur IX",40,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","1181783925305176064","https://www.facebook.com/DraSriRahayuPdiPerjuangan",0,1
"160","DRA WIRIANINGSIH",2009,"DKI Jakarta III",12,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a","1447405800","NA",0,1
"161","DRG H TONNY APRILANI MSC",2009,"Jawa Barat IV",17,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"162","DRG SILA HAPPY MURIANA",2009,"Jawa Tengah III",28,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,"NA; NA",0,0
"163","DRH JHONI ALLEN MARBUN MM",2009,"Sumatera Utara II",76,"DEMOKRAT",9,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"NA",0,0
"164","DRS ABDUL HAKAM NAJA M SI",2009,"Jawa Tengah X",35,"PARTAI AMANAT NASIONAL",5,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1016550161902780416","https://www.facebook.com/abdhakamnajapage",1,0
"165","DRS ADE KOMARUDIN MH",2009,"Jawa Barat VI",20,"GOLKAR",8,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","245661722","NA",0,1
"166","DRS AGUN GUNANJAR SUDARSA",2009,"Jawa Barat X",23,"GOLKAR",8,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"NA",0,0
"167","DRS AGUS GUMIWANG KARTASASMITA",2009,"Jawa Barat II",15,"GOLKAR",8,1,"Commission I (Defense, Foreign and Information Affairs)","965441508911403008","NA",0,0
"168","DRS AKBAR FAISAL M SI",2009,"Sulawesi Selatan II",66,"PARTAI HATI NURANI RAKYAT",18,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","126260062","NA",0,1
"169","DRS AL MUZZAMMIL YUSUF",2009,"Lampung I",53,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission I (Defense, Foreign and Information Affairs)","1374233646","NA",0,1
"170","DRS ALI MOCHTAR NGABALIN M SI",2009,"Sulawesi Selatan III",67,"PARTAI BULAN BINTANG",26,0,"n/a",NA,"NA",0,0
"171","DRS ARIFINTO",2009,"Jawa Barat VI",20,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","271333889","NA; NA",0,0
"172","DRS CHAIRUL ANWAR APT",2009,"Riau I",62,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission IX (Demography, Health, Manpower and Transmigration Affairs)","2406603264","https://www.facebook.com/fpchairulanwar",1,1
"173","DRS CYPRIANUS AOER",2009,"Nusa Tenggara Timur I",58,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,"NA",0,0
"174","DRS DJAROT SYAIFUL HIDAJAT MS",2009,"Jawa Timur I",36,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","981460833396912000; 1067370698069295232","NA",0,1
"175","DRS DJIDON HANGEWA MS",2009,"Maluku Utara",56,"PARTAI PERSATUAN DAERAH",22,0,"n/a","1098394008575926272","NA",0,0
"176","DRS EDDY SADELI SH",2009,"DKI Jakarta III",12,"DEMOKRAT",9,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","4317928574","NA; NA; NA",0,0
"177","DRS EFFENDI M S SIMBOLON",2009,"DKI Jakarta III",12,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","522836864","NA",0,0
"178","DRS EMAN HERMAWAN",2009,"Jawa Timur V",41,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","171943519","NA",0,1
"179","DRS ENGGARTIASTO LUKITA",2009,"Jawa Barat VII",21,"GOLKAR",8,1,"Commission I (Defense, Foreign and Information Affairs)","760322050938417152","NA",0,1
"180","DRS FATHAN SUBCHI",2009,"Jawa Tengah VII",33,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","2933904782","https://www.facebook.com/pkb.kotawali",0,1
"181","DRS H A MUCHAMAD RUSLAN",2009,"Jawa Barat IX",18,"GOLKAR",8,1,"Commission I (Defense, Foreign and Information Affairs)",NA,"NA",0,0
"182","DRS H A MUHAIMIN ISKANDAR MSI",2009,"Jawa Timur I",36,"PARTAI KEBANGKITAN BANGSA",1,1,"n/a (Appointed as Minister of Labour)","190197885","https://www.facebook.com/cakiminow",1,1
"183","DRS H A MUJIB ROCHMAT",2009,"Jawa Tengah X",35,"GOLKAR",8,0,"n/a","1108269387549569024","NA; NA; NA",0,0
"184","DRS H A MURADY DARMANSJAH",2009,"Jambi",25,"PARTAI HATI NURANI RAKYAT",18,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","2301127454","NA",0,0
"185","DRS H ABDUL KARIM HANGGI APT",2009,"Sulawesi Tengah",68,"PARTAI HATI NURANI RAKYAT",18,0,"n/a",NA,"NA",0,0
"186","DRS H ABDUL WAHID MAKTUB",2009,"Jawa Timur XI",46,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","133064131","NA; NA",0,1
"187","DRS H ADANG DARADKATUN",2009,"DKI Jakarta III",12,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)","54136690","NA",0,1
"188","DRS H AHMAD KURDI MOEKRI",2009,"Jawa Barat XI",24,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","354907730","NA",0,0
"189","DRS H AHMAD NI AM SALIM M SI",2009,"Jawa Tengah II",27,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"190","DRS H AKHMAD MUQOWAM",2009,"Jawa Tengah X",35,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)",NA,"NA; https://www.facebook.com/SedulurAkhmadMuqowam",0,0
"191","DRS H AMBAS SYAM MS",2009,"Sulawesi Selatan I",65,"GOLKAR",8,0,"n/a","285957453; 3303878102","NA",0,0
"192","DRS H ANANG WIDAYAKA",2009,"Jawa Tengah IX",30,"GOLKAR",8,0,"n/a","629009811","NA",0,1
"193","DRS H ANDI MUAWIYAH RAMLY",2009,"Jawa Timur X",45,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a","1186872352677584896","NA",0,1
"194","DRS H BAMBANG HERI PURNAMA ST",2009,"Kalimantan Selatan I",48,"PARTAI KEBANGKITAN BANGSA",1,1,"
Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"https://www.facebook.com/bambangheripurnamapage",0,0
"195","DRS H BAMBANG MARWOKO MM",2009,"Jawa Timur V",41,"DEMOKRAT",9,0,"n/a","1306229614197444608","NA",0,0
"196","DRS H BOEDI HENDRARTO MM",2009,"Jawa Barat II",15,"DEMOKRAT",9,0,"n/a",NA,"NA",0,0
"197","DRS H BUDDY ASMARA MM",2009,"Jawa Barat XI",24,"GOLKAR",8,0,"n/a","2169456638","NA",0,0
"198","DRS H DEDY DJAMALUDIN MALIK M SI",2009,"Jawa Barat II",15,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA",0,0
"199","DRS H DJOKO PURWONGEMBORO",2009,"Lampung I",53,"GOLKAR",8,0,"n/a",NA,"NA",0,0
"200","DRS H DJUFRI",2009,"Sumatera Barat II",72,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"NA",0,0
"201","DRS H EKA SANTOSA",2009,"Jawa Barat X",23,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","2191448856; 859754905707331584","NA",0,0
"202","DRS H ELDIE SUWANDIE",2009,"Jawa Barat VIII",22,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"NA",0,0
"203","DRS H FADHOLI",2009,"Jawa Tengah I",26,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/sahabatfadholi",1,0
"204","DRS H FATHORRASJID M SI",2009,"Jawa Timur III",38,"PARTAI KEBANGKITAN NASIONAL ULAMA",32,0,"n/a",NA,"NA",0,0
"205","DRS H FAUZAN SYAIE",2009,"Lampung I",53,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA; NA",0,0
"206","DRS H GUNTUR SASONO MSI",2009,"Jawa Timur VII",43,"DEMOKRAT",9,1,"Commission I (Defense, Foreign and Information Affairs)","700878743070330880","https://www.facebook.com/guntursasono436",0,0
"207","DRS H HAJRIYANTO Y THOHARI MA",2009,"Jawa Tengah IV",29,"GOLKAR",8,1,"Commission I (Defense, Foreign and Information Affairs)","263976483","https://www.facebook.com/MasHajri",0,0
"208","DRS H HENRI USMAN",2009,"Kalimantan Barat",47,"DEMOKRAT",9,0,"n/a",NA,"NA",0,0
"209","DRS H HUMAEDI",2009,"Banten II",6,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/drs.h.humaidi",0,0
"210","DRS H IBNU MULTAZAM",2009,"Jawa Timur VI",42,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","385292340","NA",0,0
"211","DRS H IBNU MUNZIR",2009,"Sulawesi Barat",64,"GOLKAR",8,1,"Commission VI (Trade, Industrial, Investment, Cooperatives and Small and Medium Scale Enterprises, and State-Owned Enterprises Affairs)",NA,"NA",0,0
"212","DRS H IMAM SUROSO MM",2009,"Jawa Tengah III",28,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","937916448843841536","NA",0,1
"213","DRS H JUNIAL KKOMAR M SI",2009,"Sumatera Selatan II",74,"PARTAI BULAN BINTANG",26,0,"n/a",NA,"NA",0,0
"214","DRS H LALU MARA SATRIA WANGSA",2009,"Nusa Tenggara Barat",57,"GOLKAR",8,0,"n/a",NA,"NA; https://www.facebook.com/Lalu-Mara-Satriawangsa-146512735458631",0,0
"215","DRS H LEGIMAN MISDIYONO",2009,"Jawa Tengah V",31,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a","2200723406","NA",0,0
"216","DRS H LUKMAN HAKIEM",2009,"Jawa Barat IV",17,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a","185847749","NA",0,1
"217","DRS H M ADE SURAPRIATNA SH  B SC",2009,"DKI Jakarta III",12,"GOLKAR",8,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)","1456108657","NA",0,0
"218","DRS H MOHAMMAD SYAHFAN B SAMPURNO",2009,"Bengkulu",8,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission I (Defense, Foreign and Information Affairs)",NA,"NA; NA",0,0
"219","DRS H MUCHTAR AMMA MM",2009,"Sulawesi Selatan III",67,"PARTAI HATI NURANI RAKYAT",18,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","717659797","NA",0,0
"220","DRS H MUFID BUSYAIRI",2009,"Jawa Tengah V",31,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"221","DRS H MULYADI MMA",2009,"Jawa Barat IX",18,"PARTAI GERAKAN INDONESIA RAYA",17,0,"n/a",NA,"NA; https://www.facebook.com/Mulyadihms",1,0
"222","DRS H OTONG ABDURRAHMAN",2009,"Jawa Barat III",16,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","2217006534","NA; https://www.facebook.com/Drs-H-Otong-Abdurrahman-340982642663840",0,0
"223","DRS H PRIYO BUDI SANTOSO",2009,"Jawa Timur I",36,"GOLKAR",8,1,"

Commission I (Defense, Foreign and Information Affairs)","184027653","NA",0,1
"224","DRS H RISWAN TONY DK",2009,"Lampung II",54,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","379319192","NA",0,1
"225","DRS H ROEM KONO",2009,"Gorontalo",13,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","823471893441232896","https://www.facebook.com/roemkono2015",0,1
"226","DRS H RUSLI RIDWAN MSI",2009,"Banten II",6,"PARTAI AMANAT NASIONAL",5,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)",NA,"NA",0,0
"227","DRS H SAHAR L HASSAN",2009,"Nusa Tenggara Barat",57,"PARTAI BULAN BINTANG",26,0,"n/a",NA,"NA",0,0
"228","DRS H ST AMBIA B BOESTAM M SI",2009,"Sumatera Barat I",71,"PARTAI AMANAT NASIONAL",5,0,"n/a","1551963812","NA",0,0
"229","DRS H SUHARNA SUPRAPRANATA MT",2009,"Jawa Barat I",14,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission I (Defense, Foreign and Information Affairs)","144119495; 2288239640; 2291182213; 83993358","NA; NA",0,1
"230","DRS H TETE SUKARSA MH",2009,"Jawa Barat VIII",22,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA",0,0
"231","DRS H UDJA DHIANDA M SI",2009,"Banten II",6,"PARTAI BULAN BINTANG",26,0,"n/a","585682677","NA",0,0
"232","DRS H YUSRAN ASPAR M SI",2009,"Kalimantan Timur",51,"DEMOKRAT",9,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","889119956226461696","NA",0,0
"233","DRS H ZAINUT TAUHID SA ADI",2009,"Jawa Tengah VIII",34,"PARTAI PERSATUAN PEMBANGUNAN",15,1,"Commission VIII (Religious, Social, and Women's Empowerment Affairs)",NA,"NA",0,0
"234","DRS HASTO ATMOJO SUROYO",2009,"Daerah Istimewa Yogyakarta",9,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a",NA,"NA",0,0
"235","DRS HELMI FAUZY",2009,"Jawa Barat IX",18,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission I (Defense, Foreign and Information Affairs)","718347665403224064","NA; https://www.facebook.com/Helmy-Fauzy-202732233445772",0,1
"236","DRS I GUSTI MADE PERASU",2009,"Bali",4,"GOLKAR",8,0,"n/a",NA,"NA; NA; NA",0,0
"237","DRS I MADE URIP M SI",2009,"Bali",4,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission IV (Agricultural, Plantations, Forestry, Maritime, Fisheries, and Food Affairs)","1842901303","NA",0,0
"238","DRS IBNU HAJAR DEWANTARA M SI",2009,"Sumatera Selatan II",74,"PARTAI PERSATUAN PEMBANGUNAN",15,0,NA,NA,"NA",0,0
"239","DRS IR H SUTAN BHATOEGANA MM",2009,"Sumatera Utara I",75,"DEMOKRAT",9,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)","2227776668","https://www.facebook.com/drs.bhatoegana",0,1
"240","DRS JOSEF A NAE SOI MM",2009,"Nusa Tenggara Timur I",58,"GOLKAR",8,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"NA",0,0
"241","DRS KAHAR MUZAKIR",2009,"Sumatera Selatan I",73,"GOLKAR",8,1,"Commission X (Education, Youth, Sport, Tourism, Arts and Culture Affairs)","1942743235","https://www.facebook.com/Kahar-Muzakir-100812004606495",0,0
"242","DRS KAMARUDDIN SJAM MM",2009,"Kalimantan Barat",47,"GOLKAR",8,1,"Commission XI (Finance, National Development Planning Board, Banking and Non-Bank Financial Institutions Affairs)","2154023480","NA",0,0
"243","DRS KH MASYHURI MALIK",2009,"Jawa Tengah X",35,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,"NA",0,0
"244","DRS KH MUCHOTOB HAMZAH MM",2009,"Jawa Tengah V",31,"PARTAI KEBANGKITAN BANGSA",1,0,"n/a",NA,"NA",0,0
"245","DRS M ALI KASTELLA",2009,"Papua",60,"PARTAI HATI NURANI RAKYAT",18,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"NA",0,0
"246","DRS M MARTRI AGOENG",2009,"Jawa Tengah IV",29,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission VII (Energy, Mineral Resources, Research and Technology, Environmental Affairs)",NA,"https://www.facebook.com/Martri-Agoeng-SH-1629940757260623; NA",1,0
"247","DRS M NURDIN MM",2009,"Jawa Barat X",23,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)",NA,"https://www.facebook.com/mnurdin0602",0,0
"248","DRS MAHFUDZ SIDDIQ MSI",2009,"Jawa Barat VII",21,"PARTAI KEADILAN SEJAHTERA",25,1,"Commission I (Defense, Foreign and Information Affairs)","158077081","NA",0,1
"249","DRS MOHAMMAD TOHA S SOS M SI",2009,"Jawa Tengah IX",30,"PARTAI KEBANGKITAN BANGSA",1,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)","951076916290732032","NA",0,1
"250","DRS MOHAMMAD YAMIN TAWARY M SI",2009,"Maluku Utara",56,"GOLKAR",8,0,"n/a",NA,"https://www.facebook.com/Yamin-Tawary-324441838365659; NA",0,0
"251","DRS MUHAMMAD IDRIS LUTHFI M SC",2009,"Sumatera Utara I",75,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,"NA",0,0
"252","DRS MUSOLI",2009,"Jawa Barat V",19,"PARTAI KEADILAN SEJAHTERA",25,0,"n/a",NA,"NA",0,0
"253","DRS RAMADHAN POHAN MIS",2009,"Jawa Timur VI",42,"DEMOKRAT",9,1,"Commission II (Home Affairs, Regional Autonomy, Administrative Reforms and Agrarian Affairs)","2172220238","NA",0,0
"254","DRS SABAR MARTIN SIRAIT",2009,"Sumatera Utara II",76,"PARTAI DAMAI SEJAHTERA",13,0,"n/a",NA,"NA",0,0
"255","DRS SAIDI BUTAR BUTAR MM",2009,"Sumatera Utara II",76,"DEMOKRAT",9,0,"n/a",NA,"NA",0,0
"256","DRS SAMUEL PURBA MBA",2009,"Nusa Tenggara Timur II",59,"DEMOKRAT",9,0,"n/a",NA,"NA",0,0
"257","DRS SETYA NOVANTO",2009,"Nusa Tenggara Timur II",59,"GOLKAR",8,1,"Commission III (Law and Legislation, Human Rights, and Security Affairs)","745241750067777408","https://www.facebook.com/PageSetNov",1,1
"258","DRS SOEMITRO SAMADIKOEN",2009,"Jawa Timur VII",43,"GOLKAR",8,0,"n/a","2230975742","NA",0,0
"259","DRS TEUKU TAUFIQULHADI M SI",2009,"Aceh II",2,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a","892615049386139520","NA",0,1
"260","DRS UMAR ARSAL",2009,"Sulawesi Tenggara",69,"DEMOKRAT",9,1,"Commission V (Communications, Telecommunications, Public Works, Public Housing Affairs, Acceleration of Development of Disadvantaged Regions)",NA,"NA",0,0
"261","DRS YAYAT T SOEMITRA",2009,"Jawa Barat VII",21,"PARTAI DEMOKRASI INDONESIA-PERJUANGAN",12,0,"n/a","4852826339","NA",0,0
"262","DRS YUYON ALI FAHMI",2009,"Jawa Timur V",41,"PARTAI PERSATUAN PEMBANGUNAN",15,0,"n/a",NA,"NA",0,0
"263","DRS ZAINAL ABIDIN M SI",2009,"Sulawesi Selatan II",66,"PARTAI DEMOKRASI KEBANGSAAN",19,0,"n/a",NA,"https://www.facebook.com/DRS-H-Zainal-Abidin-MSi-62636138682",0,0
"264","DRS ZULKIFLI HALIM",2009,"Kalimantan Selatan II",49,"PARTAI AMANAT NASIONAL",5,0,"n/a",NA,"NA",0,0
